adjusted_final_probs,adjusted_pred_final_label,base_final_probs,base_pred_final_label,claim_predicate_families,detector_notes,evidence_predicate_families,gold_final_label,id,predicate_conflict_pair,predicate_detector_mode,predicate_mismatch_flag,seed,selected_alpha,split,stage15_probe_type
"[0.21752437107337627, 0.5648210813051785, 0.21765454762144526]",NOT_ENTITLED,"[0.21752437107337627, 0.5648210813051785, 0.21765454762144526]",NOT_ENTITLED,['inspect'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__dam_inspection_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.2214088307971459, 0.5598508381932474, 0.2187403310096067]",NOT_ENTITLED,"[0.2214088307971459, 0.5598508381932474, 0.2187403310096067]",NOT_ENTITLED,['restore'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_278_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.21780631138048698, 0.5644601247036383, 0.21773356391587473]",NOT_ENTITLED,"[0.21780631138048698, 0.5644601247036383, 0.21773356391587473]",NOT_ENTITLED,"['direct', 'restore']",low_overlap:0.600,['direct'],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_187_evidence_truncation__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.2176321660766651, 0.5648239423282129, 0.21754389159512194]",NOT_ENTITLED,"[0.2176321660766651, 0.5648239423282129, 0.21754389159512194]",NOT_ENTITLED,['open'],low_overlap:0.500,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__volcano_observatory_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21756149504242098, 0.5648735081423296, 0.21756499681524935]",NOT_ENTITLED,"[0.21756149504242098, 0.5648735081423296, 0.21756499681524935]",NOT_ENTITLED,['deliver'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_077_evidence_truncation__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.21762181169921718, 0.5646967719585665, 0.21768141634221624]",NOT_ENTITLED,"[0.21762181169921718, 0.5646967719585665, 0.21768141634221624]",NOT_ENTITLED,"['approve', 'direct']",low_overlap:0.600,['direct'],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_199_evidence_truncation__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.22235410742896475, 0.5587455463783281, 0.21890034619270726]",NOT_ENTITLED,"[0.22235410742896475, 0.5587455463783281, 0.21890034619270726]",NOT_ENTITLED,['deliver'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_084_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22196127805056093, 0.5591256105769516, 0.21891311137248742]",NOT_ENTITLED,"[0.22196127805056093, 0.5591256105769516, 0.21891311137248742]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_032_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.21872541960255562, 0.563484923943428, 0.21778965645401646]",NOT_ENTITLED,"[0.21872541960255562, 0.563484923943428, 0.21778965645401646]",NOT_ENTITLED,['direct'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__opera_premiere_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21801330798904026, 0.5642349292109885, 0.2177517627999712]",NOT_ENTITLED,"[0.21801330798904026, 0.5642349292109885, 0.2177517627999712]",NOT_ENTITLED,['open'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_099_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22209277749061582, 0.5590897798538208, 0.21881744265556335]",NOT_ENTITLED,"[0.22209277749061582, 0.5590897798538208, 0.21881744265556335]",NOT_ENTITLED,['select'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_177_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21738764967601973, 0.565179535227709, 0.21743281509627127]",NOT_ENTITLED,"[0.21738764967601973, 0.565179535227709, 0.21743281509627127]",NOT_ENTITLED,['select'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_275_evidence_truncation__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.22147376005273342, 0.5598091053905816, 0.2187171345566849]",NOT_ENTITLED,"[0.22147376005273342, 0.5598091053905816, 0.2187171345566849]",NOT_ENTITLED,[],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__market_renovation_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.21779284397693674, 0.5646119461382055, 0.2175952098848577]",NOT_ENTITLED,"[0.21779284397693674, 0.5646119461382055, 0.2175952098848577]",NOT_ENTITLED,"['direct', 'select']",low_overlap:0.600,['direct'],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_205_evidence_truncation__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.2201728108551027, 0.561441489479564, 0.21838569966533333]",NOT_ENTITLED,"[0.2201728108551027, 0.561441489479564, 0.21838569966533333]",NOT_ENTITLED,['map'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__forest_mapping_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.22047541202531493, 0.5610726642928321, 0.21845192368185296]",NOT_ENTITLED,"[0.22047541202531493, 0.5610726642928321, 0.21845192368185296]",NOT_ENTITLED,['direct'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__library_digitization_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.22205941048175976, 0.5591590917235748, 0.21878149779466544]",NOT_ENTITLED,"[0.22205941048175976, 0.5591590917235748, 0.21878149779466544]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_249_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.21769747979350446, 0.5648032258509628, 0.21749929435553267]",NOT_ENTITLED,"[0.21769747979350446, 0.5648032258509628, 0.21749929435553267]",NOT_ENTITLED,['open'],low_overlap:0.500,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_260_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.2223932527782544, 0.5586981010825007, 0.21890864613924482]",NOT_ENTITLED,"[0.2223932527782544, 0.5586981010825007, 0.21890864613924482]",NOT_ENTITLED,['select'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_093_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.2176393568515778, 0.5646778345108032, 0.21768280863761902]",NOT_ENTITLED,"[0.2176393568515778, 0.5646778345108032, 0.21768280863761902]",NOT_ENTITLED,"['direct', 'publish']",low_overlap:0.600,['direct'],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_055_evidence_truncation__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.2177766762177642, 0.5646962271021503, 0.2175270966800855]",NOT_ENTITLED,"[0.2177766762177642, 0.5646962271021503, 0.2175270966800855]",NOT_ENTITLED,['launch'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_102_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22192802363848615, 0.5592827034210353, 0.21878927294047854]",NOT_ENTITLED,"[0.22192802363848615, 0.5592827034210353, 0.21878927294047854]",NOT_ENTITLED,['restore'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_117_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.21986804067695262, 0.561893122252617, 0.21823883707043046]",NOT_ENTITLED,"[0.21986804067695262, 0.561893122252617, 0.21823883707043046]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_298_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21765092339591566, 0.5648533190019923, 0.217495757602092]",NOT_ENTITLED,"[0.21765092339591566, 0.5648533190019923, 0.217495757602092]",NOT_ENTITLED,['deliver'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_294_evidence_truncation__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.22202520239202964, 0.5591865444668207, 0.21878825314114966]",NOT_ENTITLED,"[0.22202520239202964, 0.5591865444668207, 0.21878825314114966]",NOT_ENTITLED,['publish'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_153_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.2232431587093598, 0.5576749956954271, 0.2190818455952131]",NOT_ENTITLED,"[0.2232431587093598, 0.5576749956954271, 0.2190818455952131]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_207_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22098216414451596, 0.5603632926940918, 0.2186545431613922]",NOT_ENTITLED,"[0.22098216414451596, 0.5603632926940918, 0.2186545431613922]",NOT_ENTITLED,"['deliver', 'direct']",low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_049_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.2176774921667202, 0.5645957077234344, 0.2177268001098454]",NOT_ENTITLED,"[0.2176774921667202, 0.5645957077234344, 0.2177268001098454]",NOT_ENTITLED,['publish'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_160_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21738901734352115, 0.5651850700378419, 0.21742591261863706]",NOT_ENTITLED,"[0.21738901734352115, 0.5651850700378419, 0.21742591261863706]",NOT_ENTITLED,['select'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_191_evidence_truncation__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.22042155594261817, 0.5611369097402231, 0.21844153431715865]",NOT_ENTITLED,"[0.22042155594261817, 0.5611369097402231, 0.21844153431715865]",NOT_ENTITLED,['publish'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_160_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22222978870107776, 0.5588916789989924, 0.2188785322999298]",NOT_ENTITLED,"[0.22222978870107776, 0.5588916789989924, 0.2188785322999298]",NOT_ENTITLED,['approve'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_108_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21789155900478363, 0.564373254776001, 0.2177351862192154]",NOT_ENTITLED,"[0.21789155900478363, 0.564373254776001, 0.2177351862192154]",NOT_ENTITLED,['restore'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_075_evidence_truncation__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.2175417030590265, 0.5648611019593149, 0.2175971949816586]",NOT_ENTITLED,"[0.2175417030590265, 0.5648611019593149, 0.2175971949816586]",NOT_ENTITLED,[],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__robotics_championship_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21775038023667243, 0.564687396497461, 0.21756222326586647]",NOT_ENTITLED,"[0.21775038023667243, 0.564687396497461, 0.21756222326586647]",NOT_ENTITLED,['open'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_078_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21779711219970715, 0.5646942173735169, 0.21750867042677596]",NOT_ENTITLED,"[0.21779711219970715, 0.5646942173735169, 0.21750867042677596]",NOT_ENTITLED,['launch'],low_overlap:0.333,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_074_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21981297433376312, 0.5619666576385498, 0.21822036802768704]",NOT_ENTITLED,"[0.21981297433376312, 0.5619666576385498, 0.21822036802768704]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_130_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22252960171506403, 0.5585272228937265, 0.2189431753912095]",NOT_ENTITLED,"[0.22252960171506403, 0.5585272228937265, 0.2189431753912095]",NOT_ENTITLED,['select'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_240_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21762480490281597, 0.564830856467213, 0.21754433862997108]",NOT_ENTITLED,"[0.21762480490281597, 0.564830856467213, 0.21754433862997108]",NOT_ENTITLED,['deliver'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_105_evidence_truncation__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.2177747274108312, 0.5646304319909087, 0.21759484059826018]",NOT_ENTITLED,"[0.2177747274108312, 0.5646304319909087, 0.21759484059826018]",NOT_ENTITLED,"['direct', 'select']",low_overlap:0.600,['direct'],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_037_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.2209456646160583, 0.5603726339229156, 0.21868170146102603]",NOT_ENTITLED,"[0.2209456646160583, 0.5603726339229156, 0.21868170146102603]",NOT_ENTITLED,"['direct', 'publish']",low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_055_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.2175625478494927, 0.5650298763820492, 0.21740757576845812]",NOT_ENTITLED,"[0.2175625478494927, 0.5650298763820492, 0.21740757576845812]",NOT_ENTITLED,['select'],low_overlap:0.333,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_254_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21819209727358674, 0.5640522753588516, 0.21775562736756163]",NOT_ENTITLED,"[0.21819209727358674, 0.5640522753588516, 0.21775562736756163]",NOT_ENTITLED,['open'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_120_evidence_truncation__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.22201473182483708, 0.55910976407259, 0.21887550410257292]",NOT_ENTITLED,"[0.22201473182483708, 0.55910976407259, 0.21887550410257292]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_158_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22147129806088356, 0.5597330415209091, 0.2187956604182074]",NOT_ENTITLED,"[0.22147129806088356, 0.5597330415209091, 0.2187956604182074]",NOT_ENTITLED,['restore'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_089_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.2241017520427704, 0.5565068125724792, 0.2193914353847504]",NOT_ENTITLED,"[0.2241017520427704, 0.5565068125724792, 0.2193914353847504]",NOT_ENTITLED,['open'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_162_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.22153469259933553, 0.5596508813008404, 0.21881442609982416]",NOT_ENTITLED,"[0.22153469259933553, 0.5596508813008404, 0.21881442609982416]",NOT_ENTITLED,['restore'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_236_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22076605260372162, 0.5606680512428284, 0.21856589615345004]",NOT_ENTITLED,"[0.22076605260372162, 0.5606680512428284, 0.21856589615345004]",NOT_ENTITLED,['publish'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__glacier_study_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.21807063466099993, 0.5642743538536324, 0.21765501148536767]",NOT_ENTITLED,"[0.21807063466099993, 0.5642743538536324, 0.21765501148536767]",NOT_ENTITLED,['launch'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_060_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21777119908077716, 0.5646253144051833, 0.21760348651403957]",NOT_ENTITLED,"[0.21777119908077716, 0.5646253144051833, 0.21760348651403957]",NOT_ENTITLED,"['direct', 'select']",low_overlap:0.600,['direct'],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_289_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22106888231429805, 0.5604019594072712, 0.21852915827843075]",NOT_ENTITLED,"[0.22106888231429805, 0.5604019594072712, 0.21852915827843075]",NOT_ENTITLED,['direct'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__opera_premiere_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21975941120861203, 0.5620252061493756, 0.2182153826420123]",NOT_ENTITLED,"[0.21975941120861203, 0.5620252061493756, 0.2182153826420123]",NOT_ENTITLED,['approve'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_094_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.22172282305772867, 0.5595438993045107, 0.21873327763776065]",NOT_ENTITLED,"[0.22172282305772867, 0.5595438993045107, 0.21873327763776065]",NOT_ENTITLED,['restore'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_075_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21773833360878128, 0.5646704519490966, 0.2175912144421222]",NOT_ENTITLED,"[0.21773833360878128, 0.5646704519490966, 0.2175912144421222]",NOT_ENTITLED,['launch'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_221_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21767414457577033, 0.5648495982632161, 0.21747625716101354]",NOT_ENTITLED,"[0.21767414457577033, 0.5648495982632161, 0.21747625716101354]",NOT_ENTITLED,['launch'],low_overlap:0.500,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_116_evidence_truncation__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.21756031267524698, 0.564881520416782, 0.21755816690797108]",NOT_ENTITLED,"[0.21756031267524698, 0.564881520416782, 0.21755816690797108]",NOT_ENTITLED,['approve'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_129_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21770522647217594, 0.5647208262896783, 0.2175739472381457]",NOT_ENTITLED,"[0.21770522647217594, 0.5647208262896783, 0.2175739472381457]",NOT_ENTITLED,"['deliver', 'direct']",low_overlap:0.600,['direct'],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_049_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22151497666582398, 0.5596817898655471, 0.21880323346862893]",NOT_ENTITLED,"[0.22151497666582398, 0.5596817898655471, 0.21880323346862893]",NOT_ENTITLED,['open'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_176_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.2207717266563814, 0.5606732284922417, 0.21855504485137692]",NOT_ENTITLED,"[0.2207717266563814, 0.5606732284922417, 0.21855504485137692]",NOT_ENTITLED,['deliver'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_182_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.2213703045861559, 0.5599048984008237, 0.2187247970130204]",NOT_ENTITLED,"[0.2213703045861559, 0.5599048984008237, 0.2187247970130204]",NOT_ENTITLED,['select'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_086_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.22316164775915362, 0.5577554356048451, 0.21908291663600132]",NOT_ENTITLED,"[0.22316164775915362, 0.5577554356048451, 0.21908291663600132]",NOT_ENTITLED,['publish'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_132_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22116097807884216, 0.5602333545684814, 0.2186056673526764]",NOT_ENTITLED,"[0.22116097807884216, 0.5602333545684814, 0.2186056673526764]",NOT_ENTITLED,['approve'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_129_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22158463629461284, 0.5597136700110684, 0.21870169369431872]",NOT_ENTITLED,"[0.22158463629461284, 0.5597136700110684, 0.21870169369431872]",NOT_ENTITLED,['approve'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_045_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.22439197861564192, 0.5561920917601572, 0.21941592962420092]",NOT_ENTITLED,"[0.22439197861564192, 0.5561920917601572, 0.21941592962420092]",NOT_ENTITLED,['approve'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_150_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
"[0.2182468823382162, 0.5639357910781, 0.21781732658368375]",NOT_ENTITLED,"[0.2182468823382162, 0.5639357910781, 0.21781732658368375]",NOT_ENTITLED,[],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__market_renovation_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22115366160869596, 0.5600941777229309, 0.2187521606683731]",NOT_ENTITLED,"[0.22115366160869596, 0.5600941777229309, 0.2187521606683731]",NOT_ENTITLED,['approve'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_059_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.2175035923719406, 0.5649527311325073, 0.21754367649555204]",NOT_ENTITLED,"[0.2175035923719406, 0.5649527311325073, 0.21754367649555204]",NOT_ENTITLED,['publish'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_209_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22041088999542266, 0.5611459184034442, 0.2184431916011331]",NOT_ENTITLED,"[0.22041088999542266, 0.5611459184034442, 0.2184431916011331]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_088_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21773147066227214, 0.5646967544271091, 0.21757177491061874]",NOT_ENTITLED,"[0.21773147066227214, 0.5646967544271091, 0.21757177491061874]",NOT_ENTITLED,['launch'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_046_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22000073730943392, 0.5616718363263656, 0.21832742636420052]",NOT_ENTITLED,"[0.22000073730943392, 0.5616718363263656, 0.21832742636420052]",NOT_ENTITLED,['restore'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_040_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.2230704509296879, 0.5578534436865614, 0.21907610538375064]",NOT_ENTITLED,"[0.2230704509296879, 0.5578534436865614, 0.21907610538375064]",NOT_ENTITLED,['select'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_156_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.2225831035164461, 0.5584741914044945, 0.21894270507905936]",NOT_ENTITLED,"[0.2225831035164461, 0.5584741914044945, 0.21894270507905936]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_228_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.220968771293294, 0.5603194320249473, 0.21871179668175866]",NOT_ENTITLED,"[0.220968771293294, 0.5603194320249473, 0.21871179668175866]",NOT_ENTITLED,"['direct', 'publish']",low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_223_evidence_deletion__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.21762927525130735, 0.5649056602986354, 0.21746506445005728]",NOT_ENTITLED,"[0.21762927525130735, 0.5649056602986354, 0.21746506445005728]",NOT_ENTITLED,['restore'],low_overlap:0.333,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_278_evidence_truncation__probe,,lexical_predicate,0,3,0.75,calibration,sufficiency_control
"[0.22371977901041176, 0.5570802771610063, 0.21919994382858193]",NOT_ENTITLED,"[0.22371977901041176, 0.5570802771610063, 0.21919994382858193]",NOT_ENTITLED,['publish'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_300_evidence_deletion__probe,,lexical_predicate,0,3,0.75,heldout,sufficiency_control
